case_order,UID,area,TimeZone,job,children,age,income,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,contract_One year,contract_Two Year,internet_service_Fiber Optic,gender_Male,gender_Nonbinary,churn_Yes,log_monthly_charge
1587,62b45da87648e5d2bc115c94dd06a087,Urban,America/New_York,Surgeon,4,67,14236.42,3.258152314,11,0,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.2076771595542402,-1.109227500729249,-1.3914653825121452,4,4,4,2,4,5,3,4,False,False,False,False,False,False,
1588,fbbd9e8ffd7b8fdade76c60fbea794c7,Rural,America/Chicago,Professor Emeritus,0,75,79322.08,8.127926454,10,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),-1.1126696648544907,0.28804904608059817,-1.1774638599784288,3,4,2,4,3,4,2,3,False,False,False,True,False,True,0.2531287062122882
1589,165943955b6d1a03742ec7dafbd48d7a,Urban,America/Chicago,"Therapist, nutritional",2,56,55160.57,12.6218555,12,1,1,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),-1.11248273305964,-0.0037833867120241173,-1.2045820594155288,3,2,3,3,2,5,4,3,False,True,True,False,True,False,-0.003790561822726826
1590,b0b2d4d20acefbd3f6f6b63460876140,Rural,America/Detroit,Aid worker,3,60,19676.77,2.737192144,11,0,0,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,-1.1983267280827552,1.630901967685156,-1.074985172840201,4,3,4,4,4,4,2,4,True,False,False,True,False,True,0.9673267408870212
1591,521fac4dac8f4b556500845421094db0,Urban,America/New_York,"Engineer, automotive",1,63,37639.9,10.93132736,10,0,0,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Electronic Check,-0.9901644477727892,-1.4012191056057117,-1.2469719475044754,2,2,3,3,5,3,3,2,True,False,True,False,False,False,
1592,c3623c2b239b2466ec3a0a488b8ce1a8,Rural,America/New_York,Charity fundraiser,0,32,34871.44,10.57898048,14,1,3,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,-1.0272556302579392,-1.0522065876657776,-0.9513665768457364,4,3,4,3,3,5,4,3,False,False,False,True,False,False,
1593,68369997ba409657fe4f33cd99f915f2,Urban,America/New_York,"Editor, film/video",1,87,8543.01,14.08561195,11,0,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,-0.8867867691785167,0.5207940999675225,-1.0011031922380758,3,3,3,4,2,5,4,3,False,False,True,False,False,True,0.41923263262611554
1594,cc40d8a2ef7c87e793deb38f63807a86,Suburban,America/Chicago,Data scientist,2,67,80127.15,7.583881177,16,0,0,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Mailed Check,-0.6809038670407136,-0.4694543475075409,-0.8062554557663251,4,3,4,3,4,2,3,3,False,True,True,False,False,False,-0.633849269036967
1595,f213bc4e8c7bc41dfbbd3476f05cf4c5,Rural,America/New_York,Psychotherapist,4,66,30976.34,3.500092565,11,1,0,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),-1.2399978540576537,0.2291624545497164,-1.3164998759997735,2,3,4,5,1,4,5,4,False,False,True,False,False,True,0.20633300618494663
1596,5f5c408d1cedf7eb235b864ea6fa6115,Suburban,America/Denver,"Engineer, biomedical",3,75,45412.84,11.07379392,14,2,0,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),-0.978252258532531,-0.0038881119294389916,-1.0534031912800945,3,4,3,5,4,3,3,3,True,False,True,False,False,False,-0.0038956902866723203
1597,8dcfab6f719e3f8e92fec3caa427fa30,Urban,America/New_York,"Engineer, mining",4,88,42526.92,10.6510171,18,0,1,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,-0.7764288248412541,-0.7602435336268845,-0.8815528786179734,3,2,3,3,5,2,2,2,False,False,False,False,True,True,-1.4281315942658728
1598,2c01d19159ac290b1f64035d000a87de,Urban,America/Denver,Tourist information centre manager,4,64,9041.08,8.877390965,5,1,2,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,-1.0559203705624216,0.5205277108721246,-1.086391971956746,2,2,3,4,2,3,3,3,False,True,True,True,False,False,0.41905745281112217
1599,da601052f84e7f8fa83a4eb94082a14c,Urban,America/New_York,Graphic designer,1,87,46714.82,10.64177468,9,1,2,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,-1.0868324133516958,-1.2844669060845046,-1.1121726035368558,2,3,1,3,5,2,3,3,False,True,False,False,False,False,
1600,a0d528a2bc1a925bd989405a8872b9b0,Rural,America/Chicago,Hotel manager,1,55,9703.25,6.863563999,12,2,0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-1.1849046770735294,-0.6442373353542117,-1.3574678976708807,3,3,4,3,4,3,3,5,False,False,True,True,False,False,-1.0334914427982218
1601,d25b03da9a15c00820e924f0ee17e182,Urban,America/Chicago,Proofreader,1,49,21409.33,10.89909265,11,1,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Credit Card (automatic),-0.7433569798966378,-0.8186824405725818,-0.7571292526012955,4,5,4,6,2,5,4,3,False,False,False,False,False,False,-1.7075053130297566
1602,b0eaf2317d1aa98ef054db0ee1087236,Rural,America/New_York,Lobbyist,3,51,34722.76,9.013658897,12,0,1,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,-1.0213029479699216,0.2290577293323015,-1.0766133302033507,4,4,2,3,3,2,2,4,False,False,True,False,False,True,0.20624780208633503
1603,ccc8bb816d5b585ccd19c67eaf7dea2f,Rural,America/Chicago,Broadcast presenter,7,45,24686.12,7.163430764,14,1,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),-1.160299406690514,0.5786485531036909,-0.8868724890345948,4,4,3,3,3,3,4,3,False,False,False,True,False,True,0.45656913488473483
1604,6011e024e733a00e5cd2cf292833d8da,Urban,America/Chicago,Financial adviser,3,75,4813.52,10.50347629,16,1,1,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Mailed Check,-1.2024390665361937,-0.35292652589822837,-1.4123629328686529,3,4,3,4,4,4,3,5,False,False,True,False,False,False,-0.43529542972052
1605,b3b43027dd0b58c93cfe45a326473e52,Urban,America/Los_Angeles,Electrical engineer,0,83,30334.52,14.89095018,16,1,0,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,-1.1561833031672148,-0.23593243604273573,-1.260986762040501,4,3,3,5,2,3,4,3,False,True,False,True,False,True,-0.2690990592266793
1606,0d970a9e6e32d4c123b7325c6f6635ea,Suburban,America/New_York,Secondary school teacher,4,43,15660.93,5.34790696,15,1,0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Mailed Check,-0.7847175443554489,0.17095023100769066,-0.8930853370844108,1,1,2,4,3,2,3,4,False,False,True,False,False,False,0.15781558243798668
1607,15999a80a0c96e1cd3bec6924df7ba71,Rural,America/Chicago,Information systems manager,1,82,47169.83,10.33803214,6,1,0,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-1.1657810755811038,1.1644652575903236,-0.9691346997306971,2,3,2,2,5,3,4,2,False,True,False,False,False,True,0.7721733367617578
1608,4584e0e9362b059c5d61974347e0d38f,Suburban,America/Chicago,"Research officer, government",1,48,73601.3,10.43623772,12,0,1,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Credit Card (automatic),-1.0925115814580142,-0.5270793459923445,-1.209549190525449,2,2,2,4,3,3,3,3,False,True,True,False,False,False,-0.7488276550742513
1609,effc0b1a74c680cfe4e344e1d25667b7,Suburban,America/New_York,Research scientist (life sciences),3,72,15728.61,7.738684002,7,1,0,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,-0.8945123786345048,-0.7605749422479708,-0.7985405595506269,4,5,4,4,4,5,5,4,True,False,False,True,False,False,-1.4295148223631262
1610,899246a36ff08ac80a54f4a7fb42561d,Rural,America/Chicago,General practice doctor,2,79,20802.1,10.84469394,11,0,0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,-0.8817369162655687,2.0955712970983704,-0.8641846242869764,3,4,4,3,2,5,3,5,True,False,True,False,False,True,1.129972476210168
1611,a17c0ac15a934e34f61faa3eb96f94e4,Urban,America/Juneau,Psychotherapist,0,29,18570.48,11.30937212,7,0,0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),-1.2189742819446063,-0.003914007958294369,-1.1397028283443398,3,4,2,3,4,3,4,4,True,False,False,False,False,False,-0.00392168773312616
1612,2cb596741e7053d1a20443f104e52989,Rural,America/Los_Angeles,"Scientist, marine",0,23,61106.43,9.39206185,14,3,1,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),-1.1375188319285685,-1.5756974890841853,-1.236001266677635,3,5,3,2,5,3,6,3,False,False,False,True,False,False,
1613,15be4accef9f77f69555fa9ff8659a94,Urban,America/New_York,Sports therapist,2,49,65891.79,5.259228749,10,1,0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),-1.1259912099607212,1.6884467397136576,-0.8161730138671874,4,4,3,4,3,4,4,3,False,False,False,True,False,True,0.9889636066617176
1614,ee30e07a230b5f8e6d3abfe265e130ff,Urban,America/Phoenix,Merchant navy officer,1,45,59532.0,12.54222267,12,0,0,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,-0.5038145619673075,0.9314649694621575,-0.24030706744072386,5,6,5,5,2,6,5,5,False,False,False,True,False,True,0.6582787665176698
1615,c8b9bdbf7fb3d9355c6280a32dc5a1a1,Rural,America/Chicago,Research scientist (physical sciences),2,38,30756.94,5.149963811,13,0,0,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),-0.9571454432984517,0.28768908662194215,-0.9731698645517963,3,2,2,4,3,4,4,4,True,False,True,False,False,False,0.25284920616806467
1616,4076e2fc49444b5f0d2f853da45133dc,Suburban,America/Chicago,"Engineer, control and instrumentation",1,25,63134.48,12.73517485,15,1,1,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Electronic Check,-1.028270021994282,-0.8193965142531648,-1.1165955765632776,6,6,5,3,3,4,7,5,True,False,True,True,False,False,-1.7114513372617297
1617,89b1eb78411d72803d724f25f9a5fa44,Suburban,America/Chicago,Restaurant manager,0,42,18470.04,6.683151371,15,3,1,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),-0.5097534172532491,0.6944078541659948,-0.5665618152786784,4,3,4,3,4,4,1,4,True,False,True,True,False,False,0.5273333312213502
1618,d1885d4805e2b22926bbac7033f843df,Suburban,America/New_York,Primary school teacher,1,66,23711.3,17.11399723,12,2,0,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,-1.111504440308614,1.9211261918800002,-0.8953739289708036,4,4,4,5,3,5,5,4,False,True,False,False,False,True,1.0719692240746326
1619,f5a1f1d450d680eedbc4b6c6610daf00,Urban,America/New_York,Product/process development scientist,3,51,16425.42,5.55213244,12,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),-0.8591786065626368,-0.4684194378651343,-0.7357532585797754,3,3,4,3,4,1,3,3,False,True,False,True,False,False,-0.63190051764439
1620,887aa4942b13d309a8264031dc4e1ea3,Suburban,America/Chicago,"Psychologist, prison and probation services",2,75,25044.85,9.368606843,14,0,1,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-1.247179175363209,1.630221172264677,-1.1929421040382493,4,3,2,2,4,2,1,4,False,False,True,True,False,True,0.9670679385719378
1621,9ea79dec2e4e6ed079741fe257541d57,Rural,America/Chicago,Geoscientist,3,35,46120.62,11.33498823,12,1,1,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-1.1730557324598343,1.1063444153587574,-1.088358612241022,4,4,3,2,5,3,2,1,False,False,True,True,False,True,0.7449539403969566
1622,6689f4ba12a4e48c07ffca6bfa3b095f,Suburban,America/New_York,Applications developer,2,47,80667.11,8.78020639,12,1,1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,-0.8780808422560674,-0.29371909840552307,-0.9432096632532772,2,3,4,4,4,3,4,3,False,True,False,True,False,False,-0.34774224300862944
1623,fbf3ff5252631813c97a47493291ce5b,Urban,America/New_York,Acupuncturist,3,39,14970.89,14.75151191,12,0,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,-0.6113098755271867,-0.5274851358330046,-0.5075777299510215,3,4,4,3,3,5,4,4,True,False,False,False,False,False,-0.7496860739886619
1624,e1b9d71546d0ec88bcd82ee59d18a1de,Suburban,America/Chicago,Facilities manager,10,71,24059.17,8.560005549,15,1,0,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,-1.1882803903777304,1.3385895268468702,-1.0763382679824862,3,3,3,5,3,4,4,3,False,True,True,False,False,False,0.8495479813282112
1625,2e0d6f200171271f769def897a920124,Rural,America/Chicago,Animal nutritionist,1,58,13157.91,10.58651971,15,0,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,-0.862840637441745,-0.23593243604273573,-0.918544130782722,3,3,4,2,4,3,2,3,False,False,False,True,False,True,-0.2690990592266793
1626,dcbdf46c9db15d190bc761298cb0c556,Suburban,America/Los_Angeles,Clinical research associate,5,71,82960.42,9.885701354,5,0,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Mailed Check,-1.132186348565629,-1.8075779136911083,-1.2693863549750035,3,3,4,2,3,3,3,4,False,False,False,True,False,False,
1627,8feed68c35035758f740b15c63c6c8c5,Rural,America/New_York,"Surveyor, hydrographic",4,24,118120.16,12.61644158,14,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),-0.8676321767987187,0.5785941062372654,-0.612415014517072,5,4,5,1,3,5,4,4,False,True,False,True,False,False,0.45653464474741845
1628,2f91ef506abbad1324f0bc10644ca280,Urban,America/New_York,Midwife,2,43,3949.33,13.98169147,12,0,0,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,-1.0859862207552538,-2.098888723147091,-1.2634670190206427,4,4,4,3,4,2,3,4,False,False,False,False,False,False,
1629,7179533d4ae56733d00a15d9f9e586f9,Urban,America/Denver,Astronomer,1,41,20881.22,6.312280543,12,0,1,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),-1.0409761591989404,-0.0037833867120241173,-1.125266354931218,5,4,5,4,2,5,4,3,True,False,True,False,True,False,-0.003790561822726826
1630,2c210ef398eb33af98565b50cfb29050,Rural,America/Chicago,Film/video editor,2,29,9514.35,6.977990294,12,0,0,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),-1.1211131769024374,-1.0514408383664615,-1.1989957259782122,5,4,4,1,5,3,3,3,False,False,False,True,False,False,
1631,d29d23ff1e17e36686289263d879e349,Urban,America/Los_Angeles,Engineering geologist,0,77,26268.58,9.903990927,12,0,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),-0.8414312108868558,-0.11970185985816846,-0.715858878761774,3,2,4,4,4,4,4,5,False,True,False,True,False,False,-0.12749463327244254
1632,b7714abe3660ad6f8ff21af87bec0768,Urban,America/Chicago,Water quality scientist,2,52,21000.61,8.901128259,16,1,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.9924312260179271,0.28752742274395915,-1.0381645373052553,3,4,2,4,3,4,4,2,False,False,True,True,False,True,0.25272365254753804
1633,e5c52a32cac5c8802a51b24eeb692d2b,Rural,America/New_York,Public librarian,1,82,45664.79,11.53924648,14,1,0,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,-1.2448826071728254,-0.003942558795863967,-1.339870960200365,3,4,3,4,4,3,3,5,False,False,True,True,False,True,-0.003950351168795583
1634,b5391de6e75289b6be96ac2f9a04bc87,Suburban,America/Denver,Commissioning editor,10,84,79393.63,9.403210739,13,1,0,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,-1.215868483966719,0.6992198579740446,-0.9036027014484217,5,5,4,3,5,4,3,3,False,True,False,False,False,True,0.530169238658002
1635,0b4991cc6a3724bd39b754079f4d6dfc,Suburban,America/Chicago,"Surveyor, minerals",0,66,116572.8,8.92613185,13,0,3,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,-0.8643574993928829,-0.5280857047971815,-1.0277043328460416,4,4,3,4,3,2,3,3,False,True,True,True,False,False,-0.7509578878439856
1636,26a170ebc466902965aa3e8435d22b5b,Rural,America/Los_Angeles,Ecologist,1,42,27380.15,12.84779981,12,2,1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),-0.33945594989515737,0.6413542499837201,-0.3200900333361602,2,3,2,4,2,4,4,4,False,False,False,False,False,True,0.495521663267284
1637,070b6ab2775bebc18dfd6c412a4e8b95,Urban,America/Indiana/Indianapolis,"Lighting technician, broadcasting/film/video",0,67,78177.94,12.15570061,11,1,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,-0.6732088705468995,0.2873377436477077,-0.5375317825726993,2,2,3,5,3,5,4,3,False,True,False,True,False,False,0.25257632126272334
1638,3bfe19e1c8236de649b0105afce92b01,Urban,America/Chicago,Education administrator,1,28,79775.67,8.730183974,16,3,0,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Electronic Check,-1.0426856027621303,-1.0517874539181624,-0.9746588392285447,3,4,2,5,5,3,3,2,False,False,False,True,False,True,
1639,cffcfb2b8bcd809152f43baa18e97ed5,Rural,America/Chicago,Fashion designer,1,40,100437.39,13.47526316,9,2,0,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),-0.5374728868387414,-0.8193965142531648,-0.6740165059082541,3,3,3,3,3,3,5,5,False,False,True,False,False,False,-1.7114513372617297
1640,65546ca0b1f570768809fe971b6e23d2,Rural,America/New_York,Gaffer,1,75,9267.97,13.55747919,8,0,0,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,-0.845112503357352,1.3975702709359041,-0.650779567430579,4,4,4,4,2,4,4,5,False,True,False,False,False,False,0.8744558374338923
1641,13e8e09f123746310304526e473ffbaa,Suburban,America/Chicago,Electronics engineer,4,72,47502.66,11.73060772,12,0,1,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Electronic Check,-1.175139898671154,0.6988990220122211,-0.9667302458316027,3,4,4,4,4,4,3,2,True,False,False,False,False,True,0.529980407146152
1642,c9f929952823e701962f7d84c8e384d1,Rural,America/Chicago,Geoscientist,1,73,94903.08,9.927146707,15,1,0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Mailed Check,-0.7564563105078489,-0.35292652589822837,-0.957696345857213,3,4,3,4,3,3,5,3,False,True,True,True,False,False,-0.43529542972052
1643,7a05e76dddc743d3011572602e3ae2ab,Urban,America/New_York,Housing manager/officer,2,59,83382.41,15.04128691,14,2,0,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),-1.1139825199244775,0.2290577293323015,-1.1945947955189444,2,4,3,5,4,5,4,4,False,True,True,False,False,False,0.20624780208633503
1644,abb8c3b0b8ac4b635e4f2ff72a9cab45,Suburban,America/Denver,Information systems manager,3,73,11464.33,9.142773531,17,1,0,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),-0.8403971144339827,0.9905306674300279,-0.6114609532170389,5,4,4,3,4,6,3,2,True,False,False,False,False,True,0.6884012702373283
1645,797e812cbcf4011accefd3afa83932ee,Suburban,America/New_York,Risk analyst,2,41,52050.69,11.79444395,16,1,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-0.927086323297998,2.387202942516177,-0.8131678883322218,4,5,4,2,3,2,3,3,False,True,True,False,False,True,1.2200044901144824
1646,2e4f30b4649b506df00a3b2916d1b32a,Suburban,America/New_York,"Production assistant, television",4,88,29720.95,14.03281402,11,0,0,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,-1.1445834884477555,-0.7015577294708182,-1.1677871843012944,4,3,3,3,3,2,3,2,True,False,False,True,False,False,-1.2091787634155988
1647,34ea94747eb35ec1162e4dcd5a39f60f,Urban,America/Chicago,Geophysical data processor,0,35,30106.96,8.653938933,7,0,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,-0.5765904363141922,0.7530936583220611,-0.5829496325178575,1,2,2,3,3,3,3,3,True,False,True,True,False,False,0.5613820319631633
1648,39b0e33e789ca742f639d6e1e5114174,Urban,America/Phoenix,Environmental consultant,0,18,61967.75,12.35416052,10,0,0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Electronic Check,-0.9291126850314587,0.985718663621978,-0.9443624756355934,4,4,5,4,4,4,4,4,False,True,True,True,False,False,0.6859808957806179
1649,4b6620a6874e47a2c009ba9ae624f9f5,Suburban,America/Los_Angeles,Bonds trader,1,63,18571.0,8.044259405,11,2,1,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,-1.1431137198792443,0.7530936583220611,-1.1941053105491723,2,2,1,6,3,3,3,4,True,False,True,False,False,False,0.5613820319631633
1650,5a2da30dbace82d0f1b42080295b2ea3,Rural,America/Chicago,Environmental education officer,8,82,51397.01,9.306477855,14,2,1,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,-1.1149282904970996,1.1059386255180972,-0.847617328012836,4,4,4,3,3,6,5,5,False,False,False,True,False,True,0.7447612706081614
1651,8cc1b3d8997ac2a3c91e2ebae64adbbb,Urban,America/New_York,Records manager,3,66,117333.44,12.02079888,13,1,0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Electronic Check,-1.034112970696258,-0.06129488048042159,-1.193001494646028,4,3,4,4,3,3,3,4,False,False,True,False,False,True,-0.06325388581409457
1652,9ed282ffc1afd14bbc72265101fda0f8,Urban,America/Chicago,Microbiologist,1,86,11999.43,8.301200914,17,0,0,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Credit Card (automatic),-0.8870578655541664,-0.0028274226971553734,-1.0323082145800444,3,3,3,2,4,4,4,3,False,True,False,False,False,False,-0.0028314274071628426
1653,5d2895864f1f1b2f26b4e81efb61e49d,Rural,America/Chicago,Purchasing manager,2,20,30088.13,11.71398312,11,0,1,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,-1.1352073512175493,0.46146201290425426,-1.1250934112679427,5,4,3,3,2,5,4,6,False,False,True,True,False,True,0.37943731337659986
1654,d6382b3679706641478997d336b443fe,Rural,America/Chicago,Museum/gallery exhibitions officer,1,76,34415.0,10.9085806,9,1,0,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),-1.2239629315111449,0.873599361471833,-1.2440316182966382,4,4,3,3,4,3,4,2,False,True,False,False,False,True,0.627861373058436
1655,b083be5d27e0043c9dd8e3a2cbd63716,Urban,America/New_York,Lawyer,2,29,82080.92,10.04784815,13,2,0,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),-0.7565293151576055,0.640588500684404,-0.5127713350517124,4,3,2,3,4,5,4,4,False,False,False,False,False,True,0.4950550193484917
1656,6d20eecd1330aaac628df6d766520bb7,Urban,America/New_York,Archaeologist,1,23,102905.68,8.034185681,15,0,1,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,-1.251864492854567,-1.109587460187905,-1.4074628796312068,3,3,4,5,2,4,4,3,False,True,True,False,False,False,
1657,6f7865b78281fc2abfb86010be78849d,Suburban,America/New_York,"Nurse, mental health",2,55,16337.64,2.292587755,19,0,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,-1.2358042993164817,0.28728329678128206,-1.0541186138102268,4,4,5,3,5,3,3,4,False,True,False,True,False,True,0.25253402620991455
